manga-7977-12705,38.11384234351025,36.40215376148513,181.35956324026617,34.28685591693519,8176.372800607088,29.51794294963645
manga-7977-12705,38.04565384147481,36.5544880594164,204.20107236661948,55.97777048728662,8175.387234837047,5.7179090666107415
manga-7977-12705,38.21474211291827,36.38749397230093,204.34571712095928,56.19062167338755,8176.445328762597,6.125536998426614
manga-7977-12705,38.11896795882566,36.608261598131264,204.60546996347682,55.56026972785305,8175.112492777669,5.836839884944256
manga-7977-12705,38.145744210125855,36.53229082934823,190.40830441761017,42.283666842255265,8175.296444428263,14.533976960880878
manga-7977-12705,38.139282015569414,36.52660368767132,188.29034540952438,37.20601531338314,8175.248815578447,18.539491352082262
manga-7977-12705,38.103587212897054,36.6130431062487,205.97312344692665,54.39922618417679,8175.436711936123,93.90022557084268
manga-7977-12705,38.03812008762396,36.74791576047608,179.99999999999994,55.72800591105628,8168.027531354141,14.369756008247577
manga-7977-12705,38.10515321034367,36.61213688597674,205.986121936621,54.265747983533885,8175.463898528023,94.05730074895189
simulation,128.47040569633597,127.15993695197044,42.2793947110532,62.654094032722334,96946.07223012464,88.42619834970856
simulation,128.4704057066226,127.15993693811778,42.279394708260675,62.65409403694514,96946.07223190383,88.42619834951205
simulation,127.6067274391619,127.58628188006492,40.004515524758965,59.93698399906512,99.91863980849797,25.54502072034765
THINGS,509.3847099585914,515.7939537724958,205.37061708458882,61.64062863610231,549.5623218651984,-179.99999999999997
